,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,第七章,总词频,加权得分
递归,0,0,0,0,0,1,0,0,0,1,0.145
运行时间,0,0,0,0,0,1,0,0,0,1,0.145
训练模型,0,0,0,0,3,1,0,3,0,7,1.015
准确率,0,0,0,0,0,1,0,0,0,1,0.145
精确率,0,0,0,0,0,1,0,0,0,1,0.145
最优解,0,0,0,0,0,1,0,0,0,1,0.145
thm,1,0,0,0,0,1,0,0,0,2,1.145
annealingalgo,0,0,0,0,0,1,0,0,0,1,0.145
simulated,0,0,0,0,0,1,0,0,0,1,0.145
模拟退火算法,0,0,0,0,0,1,0,0,0,1,0.145
结晶过程,0,0,0,0,0,1,0,0,0,1,0.145
固体物质,0,0,0,0,0,1,0,0,0,1,0.145
统计物理,0,0,0,0,0,1,0,0,0,1,0.145
神经网络算法,0,0,0,0,0,2,0,0,0,2,0.29
电流,0,0,0,0,0,1,0,0,0,1,0.145
人脑神经元,0,0,0,0,0,1,0,0,0,1,0.145
自然规律,0,0,0,0,0,1,0,0,0,1,0.145
mataheuristics,0,0,0,0,0,1,0,0,0,1,0.145
旅行商,0,0,0,0,0,1,0,0,0,1,0.145
组合优化,0,0,0,0,0,1,0,0,0,1,0.145
计算机科学,0,0,0,0,0,1,0,0,0,1,0.145
事件,0,0,0,0,0,1,0,0,0,1,0.145
自然界,0,0,0,0,0,1,0,0,0,1,0.145
heuristics,0,0,0,0,0,1,0,0,0,1,0.145
indoorpositionings,0,0,0,1,0,0,0,0,0,1,0.125
室内无线定位系统,0,0,0,1,0,0,0,0,0,1,0.125
负载均衡,0,0,0,1,0,0,0,0,0,1,0.125
适应口,0,0,0,1,0,0,0,0,0,1,0.125
网络,0,0,0,3,0,0,0,1,0,4,0.52
无线网络,0,0,0,1,0,0,0,0,0,1,0.125
持有者,0,0,0,1,0,0,0,0,0,1,0.125
无线移动端,0,0,0,1,0,0,0,0,0,1,0.125
费类算法,0,0,0,0,0,0,1,0,0,1,0.145
提取,0,0,0,0,0,0,1,0,0,1,0.145
预测能力,0,0,0,0,0,0,1,0,0,1,0.145
模型训练,1,0,0,0,0,0,1,0,0,2,1.145
冗余,0,0,0,0,1,0,4,0,0,5,0.725
rss属性值,0,0,0,0,0,0,1,0,0,1,0.145
mac地址,0,0,1,0,0,0,1,0,0,2,0.27
无线接入点,0,0,1,1,0,0,1,0,0,3,0.395
室内定位特征,0,0,0,0,0,0,1,0,0,1,0.145
类内距离,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
类间距离,0,0,0,0,0,0,3,1,0,4,0.58
特征压缩,0,0,0,0,0,0,2,2,0,4,0.58
特征向量,0,0,0,0,8,0,3,2,0,13,1.8849999999999998
类内离散度,0,0,0,0,0,0,2,0,0,2,0.29
类间离散度,0,0,0,0,0,0,2,0,0,2,0.29
正态分布,0,0,0,0,0,0,2,0,0,2,0.29
数据集合,0,0,0,0,0,0,2,1,0,3,0.43499999999999994
非高斯分布,0,0,0,0,0,0,1,0,0,1,0.145
高斯分布,0,0,0,0,0,0,2,0,0,2,0.29
数据信息,0,0,0,0,0,0,1,0,0,1,0.145
分类,0,0,0,0,0,0,2,0,0,2,0.29
分类个数,0,0,0,0,0,0,1,0,0,1,0.145
lda投影,0,0,0,0,0,0,1,0,0,1,0.145
iit-io,0,0,0,0,0,0,1,0,0,1,0.145
所求矩阵,0,0,0,0,0,0,1,0,0,1,0.145
常数,0,0,0,0,0,0,1,0,0,1,0.145
数学,0,0,0,0,0,0,1,0,0,1,0.145
样本空间,0,0,0,0,2,0,2,0,0,4,0.58
fisher判别矩阵,0,0,0,0,0,0,1,0,0,1,0.145
类内距离投影,0,0,0,0,0,0,1,0,0,1,0.145
分母,0,0,0,0,2,0,1,0,0,3,0.43499999999999994
投影距离,0,0,0,0,0,0,1,0,0,1,0.145
投影,0,0,0,0,0,0,1,0,0,1,0.145
超平面,0,0,0,0,6,0,1,1,0,8,1.16
矩阵證,0,0,0,0,0,0,1,0,0,1,0.145
fisher判别准则,0,0,0,0,0,0,1,0,0,1,0.145
离散程度,0,0,0,0,0,0,1,0,0,1,0.145
偏离程度,0,0,0,0,0,0,1,0,0,1,0.145
总均值,0,0,0,0,0,0,1,0,0,1,0.145
均值方差,0,0,0,0,0,0,1,0,0,1,0.145
lda线性判别分析,0,0,0,0,0,0,1,0,0,1,0.145
特征线性相关性,0,0,0,0,0,0,1,0,0,1,0.145
线性相关性,0,0,0,0,0,0,2,1,0,3,0.43499999999999994
线性组合,0,0,0,0,0,0,2,0,0,2,0.29
统计学习,0,0,0,0,0,0,1,0,0,1,0.145
lineard,0,0,0,0,0,0,1,0,0,1,0.145
fld,0,0,0,0,0,0,1,0,0,1,0.145
fisher线性判别,0,0,0,0,0,0,1,0,0,1,0.145
线性判别分析,0,0,0,0,0,0,1,0,0,1,0.145
iminant,0,0,0,0,0,0,1,0,0,1,0.145
lineardis,0,0,0,0,0,0,1,0,0,1,0.145
da线性,0,0,0,0,0,0,1,0,0,1,0.145
压缩维数,0,0,0,0,0,0,0,2,0,2,0.29
维度灾难,0,0,0,0,0,3,0,2,1,6,0.8699999999999999
svm算法,0,0,0,0,0,0,0,4,0,4,0.58
邻域,0,0,0,0,2,0,0,2,0,4,0.58
有用信息,0,0,0,0,0,0,0,1,0,1,0.145
能量,0,0,0,0,1,0,0,1,0,2,0.29
svd分解,0,0,0,0,0,0,1,1,0,2,0.29
超高维,0,0,0,0,0,0,0,1,0,1,0.145
主成分,0,0,0,0,0,0,0,1,0,1,0.145
特征空间维度,0,0,0,0,0,0,0,1,0,1,0.145
数据特征,0,0,0,0,0,0,3,1,0,4,0.58
成分,0,0,0,0,0,0,0,1,0,1,0.145
pca特征选择,0,0,0,0,0,0,0,1,0,1,0.145
信息损失,0,0,0,0,0,0,0,1,0,1,0.145
高维特征,0,0,0,0,0,1,0,1,0,2,0.29
监督性算法,0,0,0,0,0,0,0,1,0,1,0.145
类别信息,0,0,0,0,0,0,0,1,0,1,0.145
pca算法,0,0,0,0,0,0,0,2,0,2,0.29
类内间距,0,0,0,0,0,0,0,1,0,1,0.145
lda算法,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
lda特征,0,0,0,0,0,0,0,1,0,1,0.145
树桩,0,0,0,0,0,0,0,1,0,1,0.145
分类平面,0,0,0,0,0,0,0,1,0,1,0.145
adaboot,0,0,0,0,0,0,0,1,0,1,0.145
非线性分布,0,0,0,0,0,0,0,1,0,1,0.145
错分样本,0,0,0,0,3,1,0,1,0,5,0.725
级联,0,0,0,0,0,1,0,1,0,2,0.29
aboost,0,0,0,0,0,0,0,1,0,1,0.145
样本容量,0,0,0,0,0,0,0,1,0,1,0.145
预测函数,0,0,0,0,0,0,0,1,0,1,0.145
svm模型,0,0,0,0,0,0,0,1,0,1,0.145
向量机模型,0,0,0,0,0,0,0,1,0,1,0.145
支持向量机,0,0,0,0,4,0,0,2,0,6,0.8699999999999999
非线性分布数据,0,0,0,0,0,0,0,1,0,1,0.145
预测精度,0,0,0,0,0,0,0,1,0,1,0.145
i*hen,0,0,0,0,0,0,0,1,0,1,0.145
大数据量,0,0,0,0,0,0,0,1,0,1,0.145
条件独立性,0,0,0,0,0,0,0,1,0,1,0.145
朴素贝叶斯算法,1,0,0,0,7,0,0,1,0,9,2.16
替他算法,0,0,0,0,0,0,0,1,0,1,0.145
考点,0,0,0,0,0,0,0,1,0,1,0.145
预测特征集合,0,0,0,0,0,0,0,1,0,1,0.145
杂度,0,0,0,0,0,0,0,1,0,1,0.145
复杂性,0,0,0,0,0,0,0,1,0,1,0.145
容错,0,0,0,0,0,0,0,1,0,1,0.145
svcwith,0,0,0,0,0,0,0,7,0,7,1.015
无压缩,0,0,0,0,0,0,0,6,0,6,0.8699999999999999
linearsvc,0,0,0,0,0,0,0,4,0,4,0.58
深度,0,0,0,0,2,1,1,4,0,8,1.16
100layers,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
adaboost,0,0,0,0,0,1,0,3,1,5,0.725
polykernel,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
ct,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
pre,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
耗时,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
加权k,0,0,0,0,1,0,0,2,0,3,0.43499999999999994
特征选择,0,1,0,0,0,0,1,3,0,5,2.58
走廊,0,0,0,0,0,0,0,6,0,6,0.8699999999999999
decision,0,0,0,0,0,0,0,2,0,2,0.29
lineark,0,0,0,0,0,0,0,2,0,2,0.29
预测时间,0,0,0,0,0,0,0,2,0,2,0.29
id3tree,0,0,0,0,0,0,0,2,0,2,0.29
ree,0,0,0,0,0,0,0,2,0,2,0.29
car,0,0,0,0,0,0,0,2,0,2,0.29
rbfkernel,0,0,0,0,0,0,0,2,0,2,0.29
ive,0,0,0,0,0,0,0,2,0,2,0.29
adaboost算法,0,0,0,0,0,2,0,2,0,4,0.58
仿真,0,0,1,0,0,0,0,2,0,3,0.415
svc,0,0,0,0,0,0,0,1,0,1,0.145
定位时长,0,0,0,0,0,0,0,1,0,1,0.145
实时定位能力,0,0,0,0,0,0,0,1,0,1,0.145
29维特征,0,0,0,0,0,0,0,1,0,1,0.145
hi,0,0,0,0,0,0,0,1,0,1,0.145
波动,0,0,0,0,0,0,0,1,0,1,0.145
決策树,0,0,0,0,0,0,0,1,0,1,0.145
stimator,0,0,0,0,0,0,0,1,0,1,0.145
拟合,0,0,0,0,1,0,0,1,0,2,0.29
二叉决策树,0,0,0,0,0,0,0,1,0,1,0.145
树深度,0,0,0,0,0,0,0,1,0,1,0.145
daboost算法,0,0,0,0,0,0,0,1,0,1,0.145
svcwithrbf,0,0,0,0,0,0,0,1,0,1,0.145
naivebayes,0,0,0,0,0,0,0,1,0,1,0.145
shrinkingto,0,0,0,0,0,0,0,1,0,1,0.145
th,0,0,0,0,0,0,0,1,0,1,0.145
客算法,0,0,0,0,0,0,0,1,0,1,0.145
lda特征选择算法,0,0,0,0,0,0,0,1,0,1,0.145
并发状况,0,0,0,0,0,0,0,1,0,1,0.145
定位服务器网络,0,0,0,0,0,0,0,1,0,1,0.145
序预测时间,0,0,0,0,0,0,0,1,0,1,0.145
dimension,0,0,0,0,0,0,0,1,0,1,0.145
shrinkingto80,0,0,0,0,0,0,0,1,0,1,0.145
ura,0,0,0,0,0,0,0,1,0,1,0.145
od,0,0,0,0,0,0,0,1,0,1,0.145
me,0,0,0,0,0,0,0,1,0,1,0.145
pca特征选择算法,0,0,0,0,0,0,0,1,0,1,0.145
效率,0,0,0,0,0,0,0,1,0,1,0.145
线性的svm算法,0,0,0,0,0,0,0,1,0,1,0.145
预测时延,0,0,0,0,0,0,0,1,0,1,0.145
线性svm算法,0,0,0,0,0,0,0,1,0,1,0.145
测试数据,0,0,0,0,0,0,0,1,0,1,0.145
特征压缩维度,0,0,0,0,0,0,0,1,0,1,0.145
加权k近邻算法,0,0,0,0,1,0,0,1,0,2,0.29
svcwithlinear,0,0,0,0,0,0,0,1,0,1,0.145
es,0,0,0,0,0,0,0,1,0,1,0.145
methodaccuracy,0,0,0,0,0,0,0,1,0,1,0.145
弱分类器数量,0,0,0,0,0,0,0,1,0,1,0.145
交叉验证,0,0,0,0,0,0,0,1,0,1,0.145
维特征,0,0,0,0,0,0,0,1,0,1,0.145
定位时,0,0,0,0,0,0,0,1,0,1,0.145
条件概率,0,0,0,0,8,0,1,0,0,9,1.305
先验概率,0,0,0,0,4,0,0,0,0,4,0.58
后验概率,0,0,0,0,3,0,0,0,0,3,0.43499999999999994
贝叶斯,0,0,0,0,2,0,0,0,0,2,0.29
贝叶斯定理,0,0,0,0,2,0,0,0,0,2,0.29
贝叶斯准则,0,0,0,0,2,0,0,0,0,2,0.29
朴素贝叶斯定位算法,0,0,0,0,1,0,0,0,0,1,0.145
被除数,0,0,0,0,1,0,0,0,0,1,0.145
实数,0,0,0,0,1,0,0,0,0,1,0.145
wifi接入点,0,0,1,1,1,0,0,0,0,3,0.395
数据库库,0,0,0,0,1,0,0,0,0,1,0.145
训练数据,0,0,0,0,4,0,0,0,0,4,0.58
联合概率,0,0,0,0,1,0,0,0,0,1,0.145
特征分布,0,0,0,0,1,0,1,0,0,2,0.29
argma,0,0,0,0,1,0,0,0,0,1,0.145
数学语言,0,0,0,0,1,0,0,0,0,1,0.145
点信息,0,0,0,0,1,0,0,0,0,1,0.145
补集,0,0,0,0,1,0,0,0,0,1,0.145
全概率,0,0,0,0,1,0,0,0,0,1,0.145
pqiib,0,0,0,0,1,0,0,0,0,1,0.145
the,0,0,0,0,1,0,0,0,0,1,0.145
bayes,0,0,0,0,1,0,0,0,0,1,0.145
naivebayesalgorithm,0,0,0,0,1,0,0,0,0,1,0.145
移动设备,0,0,6,3,0,0,0,1,0,10,1.27
博物馆,0,0,2,0,0,0,0,0,0,2,0.25
室内位置信息,0,0,2,0,0,0,0,0,0,2,0.25
增强现实技术,0,0,2,0,0,0,0,0,0,2,0.25
wlan室内定位系统,1,0,2,1,0,0,0,0,0,4,1.375
博物,0,0,2,0,0,0,0,0,0,2,0.25
质量,0,0,2,0,0,0,0,0,0,2,0.25
指纹识别算法,0,0,1,2,0,0,0,0,0,3,0.375
移动应用,0,0,1,0,0,0,0,0,0,1,0.125
glopos,0,0,1,0,0,0,0,0,0,1,0.125
helsinkicitycenter,0,0,1,0,0,0,0,0,0,1,0.125
目标广告推送业务,0,0,1,0,0,0,0,0,0,1,0.125
地铁站,0,0,1,0,0,0,0,0,0,1,0.125
火车站,0,0,1,0,0,0,0,0,0,1,0.125
公交车站,0,0,1,0,0,0,0,0,0,1,0.125
室内地图,0,0,1,0,0,0,0,0,0,1,0.125
资源,0,0,1,0,0,0,0,0,0,1,0.125
空教室,0,0,1,0,0,0,0,0,0,1,0.125
课程表,0,0,1,0,0,0,0,0,0,1,0.125
教学楼,0,0,1,0,0,0,0,2,0,3,0.415
食堂,0,0,1,0,0,0,0,0,0,1,0.125
水房,0,0,1,0,0,0,0,0,0,1,0.125
教室,0,0,1,0,0,0,0,0,0,1,0.125
地图,0,0,1,1,0,0,0,0,0,2,0.25
校园位置,0,0,1,0,0,0,0,0,0,1,0.125
室内基础设施,0,0,1,0,0,0,0,0,0,1,0.125
感官体验,0,0,1,0,0,0,0,0,0,1,0.125
真实世界,0,0,1,0,0,0,0,0,0,1,0.125
虚拟世界,0,0,1,0,0,0,0,0,0,1,0.125
虚实结合,0,0,1,0,0,0,0,0,0,1,0.125
真实环境,0,0,1,0,0,0,0,0,0,1,0.125
数字图像,0,0,1,0,0,0,0,0,0,1,0.125
计算机技术,0,0,1,0,0,0,0,0,0,1,0.125
augmentedreality,0,0,1,0,0,0,0,0,0,1,0.125
刚干扰能力,0,0,1,0,0,0,0,0,0,1,0.125
信号强度图谱,0,0,1,0,0,0,0,0,0,1,0.125
平面,0,0,2,0,0,0,0,1,0,3,0.395
非视距传播环境,0,0,1,0,0,0,0,0,0,1,0.125
信道空间,0,0,1,0,0,0,0,0,0,1,0.125
室外定位,0,0,1,0,0,0,0,0,0,1,0.125
三角定位技,0,0,1,0,0,0,0,0,0,1,0.125
基础设施,0,0,1,1,0,0,0,0,0,2,0.25
wlan系统,1,0,1,2,1,0,0,0,0,5,1.52
wifi热点,0,0,1,0,0,0,0,0,0,1,0.125
无线定位信号,0,0,1,0,0,0,0,0,0,1,0.125
定位设,0,0,1,1,0,0,0,0,0,2,0.25
无线信号接入点,0,0,1,0,0,0,0,0,0,1,0.125
navigationsignalsystem,0,0,1,0,0,0,0,0,0,1,0.125
global,0,0,1,0,0,0,0,0,0,1,0.125
gnss,0,0,1,0,0,0,0,0,0,1,0.125
全球导航卫星系统,0,0,1,0,0,0,0,0,0,1,0.125
bluetooth,0,0,1,1,0,0,0,0,0,2,0.25
蓝牙,0,0,1,3,0,0,0,0,0,4,0.5
电磁信号,0,0,1,0,0,0,0,0,0,1,0.125
ultra-wideband,0,0,1,0,0,0,0,0,0,1,0.125
uwb,0,0,1,2,0,0,0,0,0,3,0.375
超宽带,0,0,1,4,0,0,0,0,0,5,0.625
radiofrequencyidentification,0,0,1,0,0,0,0,0,0,1,0.125
生活质量,0,0,1,0,0,0,0,0,0,1,0.125
生活品质,0,0,1,0,0,0,0,0,0,1,0.125
建筑设施,0,0,1,0,0,0,0,0,0,1,0.125
globalpositioningservice,0,0,1,0,0,0,0,0,0,1,0.125
全球定位系统,0,0,1,0,0,0,0,0,0,1,0.125
室外定位系统,0,0,1,0,0,0,0,0,0,1,0.125
服务,0,0,1,0,0,0,0,0,0,1,0.125
实时,0,0,1,0,0,0,0,0,0,1,0.125
无缝连接,0,0,1,0,0,0,0,0,0,1,0.125
游乐,0,0,1,0,0,0,0,0,0,1,0.125
路线,0,0,1,0,0,0,0,0,0,1,0.125
室内导航,0,0,1,0,0,0,0,0,0,1,0.125
广告打折,0,0,1,0,0,0,0,0,0,1,0.125
购物,0,0,1,0,0,0,0,0,0,1,0.125
游戏,0,0,1,0,0,0,0,0,0,1,0.125
位置查询,0,0,1,0,0,0,0,0,0,1,0.125
找人服务,0,0,1,0,0,0,0,0,0,1,0.125
广告推送,0,0,1,0,0,0,0,0,0,1,0.125
导航,0,0,1,0,0,0,0,0,0,1,0.125
顾客业务,0,0,1,0,0,0,0,0,0,1,0.125
员工管理,0,0,1,0,0,0,0,0,0,1,0.125
路线优化,0,0,1,0,0,0,0,0,0,1,0.125
现场服务调动,0,0,1,0,0,0,0,0,0,1,0.125
资产追踪,0,0,1,0,0,0,0,0,0,1,0.125
公安,0,0,1,0,0,0,0,0,0,1,0.125
紧急服务,0,0,1,0,0,0,0,0,0,1,0.125
公共安全,0,0,1,0,0,0,0,0,0,1,0.125
地理位置信息,0,0,1,0,0,0,0,0,0,1,0.125
location-basedservices,0,0,1,0,0,0,0,0,0,1,0.125
服务提供,0,0,1,0,0,0,0,0,0,1,0.125
pad,0,0,1,0,0,0,0,0,0,1,0.125
笔记本电脑,0,0,1,0,0,0,0,1,0,2,0.27
通讯工具,0,0,1,0,0,0,0,0,0,1,0.125
移动业务,0,0,1,0,0,0,0,0,0,1,0.125
移动终端,0,0,1,0,0,0,0,0,0,1,0.125
uwb系统,0,0,0,4,0,0,0,0,0,4,0.5
超宽带技术,0,0,0,2,0,0,0,0,0,2,0.25
室内定位环境,0,0,0,3,0,0,0,0,0,3,0.375
超宽带信号,0,0,0,2,0,0,0,0,0,2,0.25
超宽带系统,0,0,0,2,0,0,0,0,0,2,0.25
带宽,0,0,0,3,0,0,0,0,0,3,0.375
多径,0,0,0,2,0,0,0,0,0,2,0.25
穿透力,0,0,0,1,0,0,0,0,0,1,0.125
uwb信号,0,0,0,1,0,0,0,0,0,1,0.125
功耗,0,0,0,1,0,0,0,0,0,1,0.125
系统,0,0,0,1,0,0,0,0,0,1,0.125
调制解调技术,0,0,0,1,0,0,0,0,0,1,0.125
辐射频谱,0,0,0,1,0,0,0,0,0,1,0.125
空间容量,0,0,0,1,0,0,0,0,0,1,0.125
宽度,0,0,0,1,0,0,0,0,0,1,0.125
频谱,0,0,0,1,0,0,0,0,0,1,0.125
窄带系统,0,0,0,1,0,0,0,0,0,1,0.125
aoa算法,0,0,0,2,0,0,0,0,0,2,0.25
ubisense,0,0,0,1,0,0,0,0,0,1,0.125
软件平台,0,0,0,1,0,0,0,0,0,1,0.125
电子标识,0,0,0,1,0,0,0,0,0,1,0.125
传感器,0,0,0,3,0,0,0,0,0,3,0.375
ubisense系统,0,0,0,1,0,0,0,0,0,1,0.125
at&t,0,0,0,1,0,0,0,0,0,1,0.125
多径能力,0,0,0,1,0,0,0,0,0,1,0.125
穿透能力,0,0,0,2,0,0,0,0,0,2,0.25
定位过,0,0,0,1,0,0,0,0,0,1,0.125
多角度度量算法,0,0,0,1,0,0,0,0,0,1,0.125
多边度量算法,0,0,0,1,0,0,0,0,0,1,0.125
角度,0,0,0,3,0,0,0,0,0,3,0.375
阈值,0,0,0,1,2,0,0,0,0,3,0.415
标签,0,0,0,3,0,0,0,0,0,3,0.375
度量,0,0,0,1,0,0,0,0,0,1,0.125
通信系统,0,0,0,1,0,0,0,0,0,1,0.125
传输,0,0,0,1,0,0,0,0,0,1,0.125
短距离通信技术,0,0,0,1,0,0,0,0,0,1,0.125
高速无线数据传输,0,0,0,1,0,0,0,0,0,1,0.125
ultrawideband,0,0,0,1,0,0,0,0,0,1,0.125
中间节点,0,0,0,0,3,0,0,0,0,3,0.43499999999999994
移动接入点,0,0,0,0,3,0,0,0,0,3,0.43499999999999994
特征集合,0,0,0,0,2,0,0,0,0,2,0.29
剪枝过程,0,0,0,0,3,0,0,0,0,3,0.43499999999999994
cart决策树,0,0,0,0,1,1,0,0,0,2,0.29
奇偶校验,0,0,0,0,1,0,0,0,0,1,0.145
异或,0,0,0,0,1,0,0,0,0,1,0.145
在线定位性能,0,0,0,0,1,0,0,0,0,1,0.145
树模型算法,0,0,0,0,1,0,0,0,0,1,0.145
最优化,0,0,0,0,2,0,0,0,0,2,0.29
移动接入点信息,0,0,0,0,1,0,0,0,0,1,0.145
定位基准,0,0,0,0,1,0,0,0,0,1,0.145
接收强度,0,0,0,0,1,0,0,0,0,1,0.145
可视化,0,0,0,0,1,0,0,0,0,1,0.145
循环,0,0,0,0,1,1,0,0,0,2,0.29
已选特征,0,0,0,0,1,0,0,0,0,1,0.145
树深,0,0,0,0,1,0,0,0,0,1,0.145
or,0,0,0,0,1,0,0,0,0,1,0.145
生成节点,0,0,0,0,1,0,0,0,0,1,0.145
误差阈,0,0,0,0,1,0,0,0,0,1,0.145
增益,0,0,0,0,1,0,0,0,0,1,0.145
选择算法,0,0,0,0,1,0,0,0,0,1,0.145
循环次数,0,0,0,0,1,0,0,0,0,1,0.145
节点钟,0,0,0,0,1,0,0,0,0,1,0.145
固定样本,0,0,0,0,1,0,0,0,0,1,0.145
建树过程,0,0,0,0,1,0,0,0,0,1,0.145
时防君样本,0,0,0,0,1,0,0,0,0,1,0.145
有节点,0,0,0,0,1,0,0,0,0,1,0.145
二叉树,0,0,0,0,1,0,0,0,0,1,0.145
室内定位决策树,0,0,0,0,1,0,0,0,0,1,0.145
if-then准则,0,0,0,0,1,0,0,0,0,1,0.145
informationgainra,0,0,0,0,0,0,1,0,0,1,0.145
信息增益比网,0,0,0,0,0,0,1,0,0,1,0.145
pfelr,0,0,0,0,0,0,1,0,0,1,0.145
变量,0,0,0,0,0,0,1,0,0,1,0.145
信息嫡,0,0,0,0,0,0,1,0,0,1,0.145
iginformation,0,0,0,0,0,0,1,0,0,1,0.145
收敛,0,0,0,0,0,0,1,0,0,1,0.145
加速模型,0,0,0,0,0,0,1,0,0,1,0.145
解读能力,0,0,0,0,0,0,1,0,0,1,0.145
冗余属性,0,0,0,0,0,0,1,0,0,1,0.145
信息量,0,0,0,0,0,0,1,0,0,1,0.145
特征数量,0,0,0,0,0,0,1,0,0,1,0.145
构造,0,0,0,0,0,0,1,0,0,1,0.145
启发,0,0,0,0,0,0,1,0,0,1,0.145
数字化特征,0,0,0,0,0,0,1,0,0,1,0.145
数字化,0,0,0,0,0,0,1,0,0,1,0.145
数字特征,0,0,0,0,0,0,1,0,0,1,0.145
图像,0,0,0,0,0,0,1,0,0,1,0.145
文本,0,0,0,0,0,1,1,0,0,2,0.29
featureextraction,0,0,0,0,0,0,1,0,0,1,0.145
特征提取,0,0,0,0,0,0,1,0,0,1,0.145
featureselection,0,0,0,0,0,0,1,0,0,1,0.145
直线,0,0,0,0,8,0,0,0,0,8,1.16
kkt条件,0,0,0,0,3,0,0,0,0,3,0.43499999999999994
边界向量,0,0,0,0,3,0,0,0,0,3,0.43499999999999994
判别函数,0,0,0,0,3,0,0,0,0,3,0.43499999999999994
硬间隔,0,0,0,0,2,0,0,0,0,2,0.29
符号函数,0,0,0,0,1,0,0,0,0,1,0.145
预测数据,0,0,0,0,1,0,0,1,0,2,0.29
最大距离,0,0,0,0,1,0,0,0,0,1,0.145
盐工,0,0,0,0,1,0,0,0,0,1,0.145
ipi,0,0,0,0,1,0,0,0,0,1,0.145
导数,0,0,0,0,1,0,0,0,0,1,0.145
样本个数,0,0,0,0,1,0,0,0,0,1,0.145
lagrangemultipliers,0,0,0,0,1,0,0,0,0,1,0.145
拉格朗日乘子,0,0,0,0,1,0,0,0,0,1,0.145
等式限制条件,0,0,0,0,1,0,0,0,0,1,0.145
不等式限制条件,0,0,0,0,1,0,0,0,0,1,0.145
优化过程,0,0,0,0,1,0,0,0,0,1,0.145
非线性目标函数,0,0,0,0,1,0,0,0,0,1,0.145
二次规划,0,0,0,0,1,0,0,0,0,1,0.145
凸优化,0,0,0,0,1,0,0,0,0,1,0.145
tucker,0,0,0,0,1,0,0,0,0,1,0.145
kuhn,0,0,0,0,1,0,0,0,0,1,0.145
stationarykarush,0,0,0,0,1,0,0,0,0,1,0.145
kkt,0,0,0,0,1,0,0,0,0,1,0.145
inwb,0,0,0,0,1,0,0,0,0,1,0.145
ar,0,0,0,0,1,0,0,0,0,1,0.145
argmi,0,0,0,0,1,0,0,0,0,1,0.145
凸函数,0,0,0,0,1,0,0,0,0,1,0.145
间距,0,0,0,0,1,0,0,0,0,1,0.145
支持向量,0,0,0,0,1,0,0,0,0,1,0.145
分类边界,0,0,0,0,2,0,0,0,0,2,0.29
类别集,0,0,0,0,1,0,0,0,0,1,0.145
二分类分类器,0,0,0,0,1,0,0,0,0,1,0.145
截距,0,0,0,0,1,0,0,0,0,1,0.145
法向量,0,0,0,0,1,0,0,0,0,1,0.145
点乘符号,0,0,0,0,1,0,0,0,0,1,0.145
线性分类,0,0,0,0,1,0,0,0,0,1,0.145
特征维度,0,0,0,0,1,0,0,0,0,1,0.145
不€砂,0,0,0,0,1,0,0,0,0,1,0.145
映射,0,0,0,0,1,0,1,0,0,2,0.29
泛化误差率,0,0,0,0,1,0,0,0,0,1,0.145
间隔,0,0,0,0,1,0,0,1,0,2,0.29
类别间,0,0,0,0,1,0,0,0,0,1,0.145
线性可分,0,0,0,0,1,0,0,0,0,1,0.145
线性可分支持向量机,0,0,0,0,1,0,0,0,0,1,0.145
阅读器,0,0,0,6,0,0,0,0,0,6,0.75
电子标签,0,0,0,4,0,0,0,0,0,4,0.5
网络系统,0,0,0,3,0,0,0,0,0,3,0.375
信号强度信息,0,0,0,2,0,0,0,0,0,2,0.25
自带电池,0,0,0,2,0,0,0,0,0,2,0.25
绝对定位技术,0,0,0,1,0,0,0,0,0,1,0.125
射频识别,0,0,0,1,0,0,0,0,0,1,0.125
电池供电,0,0,0,1,0,0,0,0,0,1,0.125
fight,0,0,0,1,0,0,0,0,0,1,0.125
time,0,0,0,1,0,0,0,0,0,1,0.125
信号强度,0,0,0,1,0,0,0,0,0,1,0.125
识别距离,0,0,0,1,0,0,0,0,0,1,0.125
同时节能,0,0,0,1,0,0,0,0,0,1,0.125
标签体积,0,0,0,1,0,0,0,0,0,1,0.125
定位范围,0,0,0,1,0,0,0,0,0,1,0.125
射频识别系统,0,0,0,1,0,0,0,0,0,1,0.125
办公室,0,0,0,1,0,0,0,0,0,1,0.125
医院,0,0,0,1,0,0,0,0,0,1,0.125
无线射频识别,0,0,0,1,0,0,0,0,0,1,0.125
无线定位,0,0,0,1,0,0,0,0,0,1,0.125
强度信息,0,0,0,2,0,0,0,0,0,2,0.25
自带电源电池,0,0,0,1,0,0,0,0,0,1,0.125
磁场能量,0,0,0,1,0,0,0,0,0,1,0.125
自带电源,0,0,0,1,0,0,0,0,0,1,0.125
定位标志,0,0,0,2,0,0,0,0,0,2,0.25
磁场,0,0,0,1,0,0,0,0,0,1,0.125
电磁场,0,0,0,1,0,0,0,0,0,1,0.125
定位信息,0,0,0,1,0,0,0,0,0,1,0.125
