,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,第七章,总词频,加权得分
开源,0,0,1,0,0,0,0,0,0,1,0.125
网页数据,0,0,1,0,0,0,0,0,0,1,0.125
bigtable,0,0,1,0,0,0,0,0,0,1,0.125
结构化数据存储系统,0,0,1,0,0,0,0,0,0,1,0.125
布式,0,0,1,0,0,0,0,0,0,1,0.125
编程模型,0,0,1,0,0,0,0,0,0,1,0.125
分布式,0,0,1,1,0,0,0,0,0,2,0.25
gfsm,0,0,1,0,0,0,0,0,0,1,0.125
数据处理技术,0,0,1,0,0,0,0,0,0,1,0.125
深度,0,0,1,0,0,0,0,0,0,1,0.125
海量数据,0,0,1,0,0,0,0,0,0,1,0.125
处理工具,0,0,1,0,0,0,0,0,0,1,0.125
地球,0,0,1,0,0,0,0,0,0,1,0.125
视频,0,0,1,0,0,0,0,0,0,1,0.125
语音,0,0,1,0,0,0,0,0,0,1,0.125
文本,0,0,1,0,0,0,0,0,0,1,0.125
物联网,0,0,1,0,0,0,0,0,0,1,0.125
云计算,0,0,1,0,0,0,0,0,0,1,0.125
移动互联网,0,0,1,1,0,0,0,0,0,2,0.25
bp神经网络模型,0,0,0,0,0,0,2,0,0,2,0.29
前馈bp神经网络,0,0,0,0,0,0,1,0,0,1,0.145
三层,0,0,0,0,0,0,1,0,0,1,0.145
用户数,0,0,0,0,0,0,0,1,0,1,0.145
性能评估效果,0,0,0,0,0,0,0,1,0,1,0.145
jdbcchannel,0,0,0,0,0,9,0,0,0,9,1.305
avrosource,0,0,0,0,0,7,0,0,0,7,1.015
子节点,0,0,0,0,3,17,0,0,0,20,2.9
avrosink,0,0,0,0,0,6,0,0,0,6,0.8699999999999999
基本事件,0,0,0,0,0,5,0,0,0,5,0.725
主节点,0,0,0,0,3,12,0,0,0,15,2.175
数据库,0,0,0,0,0,5,0,0,0,5,0.725
execsource,0,0,0,0,0,4,0,0,0,4,0.58
集脚本,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
采集系统,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
source-channel-sink,0,0,0,0,0,2,0,0,0,2,0.29
flumeagent,0,0,0,0,0,2,0,0,0,2,0.29
脚本命令,0,0,0,0,0,2,0,0,0,2,0.29
jdbcsink,0,0,0,0,0,2,0,0,0,2,0.29
sink类型,0,0,0,0,0,2,0,0,0,2,0.29
脚本,0,0,0,0,0,2,0,0,0,2,0.29
采集,0,0,0,0,0,2,0,0,0,2,0.29
数据库表,0,0,0,0,0,1,0,0,0,1,0.145
同子节点,0,0,0,0,0,1,0,0,0,1,0.145
dbcsink,0,0,0,0,0,1,0,0,0,1,0.145
汇聚,0,0,0,0,0,1,0,0,0,1,0.145
avrosourceo,0,0,0,0,0,1,0,0,0,1,0.145
数据恢复能力,0,0,0,0,0,1,0,0,0,1,0.145
avros,0,0,0,0,0,1,0,0,0,1,0.145
时间戳,0,0,0,0,0,1,0,0,0,1,0.145
jdbcs,0,0,0,0,0,1,0,0,0,1,0.145
数据集,0,0,0,0,0,1,0,0,0,1,0.145
还原恢复,0,0,0,0,0,1,0,0,0,1,0.145
数据流,0,0,0,0,0,1,0,0,0,1,0.145
jbdcchannel,0,0,0,0,0,1,0,0,0,1,0.145
channel类型,0,0,0,0,0,1,0,0,0,1,0.145
avro端口,0,0,0,0,0,1,0,0,0,1,0.145
集粒度,0,0,0,0,0,2,0,0,0,2,0.29
执行间隔,0,0,0,0,0,1,0,0,0,1,0.145
输出数据,0,0,0,0,0,1,0,0,0,1,0.145
标准输出数据,0,0,0,0,0,1,0,0,0,1,0.145
执行,0,0,0,0,0,1,0,0,0,1,0.145
调用脚本,0,0,0,0,0,1,0,0,0,1,0.145
命令,0,0,0,0,0,1,0,0,0,1,0.145
命令执行源,0,0,0,0,0,1,0,0,0,1,0.145
source类型,0,0,0,0,0,1,0,0,0,1,0.145
sink,0,0,0,0,0,4,0,0,0,4,0.58
channel,0,0,0,0,0,1,0,0,0,1,0.145
source,0,0,0,0,0,1,0,0,0,1,0.145
ume,0,0,0,0,0,1,0,0,0,1,0.145
me,1,0,0,0,0,1,0,0,0,2,1.145
模型参数,0,0,0,0,0,0,2,0,0,2,0.29
简单回归分析,0,0,0,0,0,0,1,0,0,1,0.145
线性预测函数,0,0,0,0,0,0,1,0,0,1,0.145
线性回归分析,0,0,0,0,0,0,1,0,0,1,0.145
多元回归,0,0,0,0,0,0,1,0,0,1,0.145
简单回归,0,0,0,0,0,0,1,0,0,1,0.145
线性组合,0,0,0,0,0,0,1,0,0,1,0.145
函数,0,0,0,0,0,0,1,0,0,1,0.145
最小二乘函数,0,0,0,0,0,0,1,0,0,1,0.145
统计学,0,0,0,0,0,0,1,0,0,1,0.145
矩阵,0,0,0,0,0,0,1,0,0,1,0.145
观测数据,0,0,0,0,0,0,1,0,0,1,0.145
随机误差,0,0,0,0,0,0,1,0,0,1,0.145
偏回归系数,0,0,0,0,0,0,2,0,0,2,0.29
效应,0,0,0,0,0,0,1,0,0,1,0.145
常数,0,0,0,0,0,0,2,0,0,2,0.29
性能调优,0,0,0,0,0,0,0,6,0,6,0.8699999999999999
回归因数,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
tasks,0,0,0,0,0,0,0,2,0,2,0.29
tasktracker,0,0,0,0,0,0,0,2,0,2,0.29
erasort,0,0,0,0,0,0,0,1,0,1,0.145
5t,0,0,0,0,0,0,0,1,0,1,0.145
terasort应用程序,0,0,0,0,0,1,0,1,0,2,0.29
fhl,0,0,0,0,0,0,0,1,0,1,0.145
14cdddd1200,0,0,0,0,0,0,0,1,0,1,0.145
pi,0,0,0,0,0,0,0,1,0,1,0.145
maxim,0,0,0,0,0,0,0,1,0,1,0.145
pi应用程序,0,0,0,0,0,1,0,1,0,2,0.29
预测检验,0,0,0,0,0,0,5,0,0,5,0.725
权重,0,0,0,0,0,0,1,0,0,1,0.145
非线性分析,0,0,0,0,0,0,1,0,0,1,0.145
非线性关,0,0,0,0,0,0,1,0,0,1,0.145
预測检验图,0,0,0,0,0,0,1,0,0,1,0.145
terasort神经网络,0,0,0,0,0,0,1,0,0,1,0.145
预测检絕图,0,0,0,0,0,0,1,0,0,1,0.145
word,0,0,0,0,0,0,1,0,0,1,0.145
预测检验图,0,0,0,0,0,0,1,0,0,1,0.145
pi神经网络,0,0,0,0,0,0,1,0,0,1,0.145
预测,0,0,0,0,0,0,2,0,0,2,0.29
多元线性回归建模,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
计算时间,0,0,0,1,0,0,0,0,0,1,0.125
存储速度,0,0,0,1,0,0,0,0,0,1,0.125
可用性功能,0,0,0,1,0,0,0,0,0,1,0.125
配置信息,0,0,0,0,2,0,0,0,0,2,0.29
集群架构,0,0,0,0,1,0,0,0,0,1,0.145
jobhistoryserver,0,0,0,0,2,0,0,0,0,2,0.29
centos,0,0,0,0,1,0,0,0,0,1,0.145
操作系统,0,0,0,2,1,0,0,0,0,3,0.395
硬盘,0,0,0,0,1,1,0,0,0,2,0.29
内存容量,0,0,0,0,1,0,0,0,0,1,0.145
超线程数,0,0,0,0,1,0,0,0,0,1,0.145
内核,0,0,0,0,1,0,0,0,0,1,0.145
内核数,0,0,0,0,1,0,0,0,0,1,0.145
cpue,0,0,0,0,1,0,0,0,0,1,0.145
pentium,0,0,0,0,1,0,0,0,0,1,0.145
处理器,0,0,0,0,1,0,0,0,0,1,0.145
启天,0,0,0,0,1,0,0,0,0,1,0.145
践集群架构,0,0,0,0,1,0,0,0,0,1,0.145
单节点,0,0,0,0,1,0,0,0,0,1,0.145
交换机,0,0,0,1,1,1,0,0,0,3,0.415
100mbps网卡,0,0,0,0,1,0,0,0,0,1,0.145
applicationmaster进程,0,0,0,0,1,0,0,0,0,1,0.145
nodemanager进程,0,0,0,0,1,0,0,0,0,1,0.145
datanode进程,0,0,0,0,1,0,0,0,0,1,0.145
resourcemanager进程,0,0,0,0,1,0,0,0,0,1,0.145
namenode进程,0,0,0,0,1,0,0,0,0,1,0.145
模拟分析系统,0,0,0,0,2,1,0,0,0,3,0.43499999999999994
实践集群,0,0,0,0,1,0,0,0,0,1,0.145
定量认知,0,0,0,0,0,0,0,2,0,2,0.29
定性认知,0,0,0,0,0,0,0,2,0,2,0.29
性能状,0,0,0,0,0,1,0,1,1,3,0.43499999999999994
多元线性回归建模分析,0,0,0,0,0,0,1,0,0,1,0.145
线性建模分,0,0,0,0,0,0,1,0,0,1,0.145
非线性关系,0,0,0,0,0,0,1,0,0,1,0.145
非线性,1,0,1,0,0,0,1,0,2,5,1.56
数学方程,0,0,0,0,0,0,1,0,0,1,0.145
映射关系,0,0,0,0,0,0,1,0,0,1,0.145
模式映射关系,0,0,0,0,0,0,1,0,0,1,0.145
神经网络模型,0,0,0,0,0,0,1,0,0,1,0.145
误差逆传播算法,0,0,0,0,0,0,1,0,0,1,0.145
多层感知机,0,0,0,0,0,0,1,0,0,1,0.145
监督学习算法,0,0,0,0,0,0,1,0,0,1,0.145
backpropagationneuralnetwork,0,0,0,0,0,0,1,0,0,1,0.145
反向传播神经网络,0,0,0,0,0,0,1,0,0,1,0.145
2bp神经网络模型,0,0,0,0,0,0,1,0,0,1,0.145
预测模型,0,0,0,0,2,0,0,0,0,2,0.29
硬件,0,0,1,2,1,0,0,0,0,4,0.52
分线性,0,0,0,0,1,0,0,0,0,1,0.145
影响数据,0,0,0,0,1,0,0,0,0,1,0.145
影响分析系统,0,0,0,0,1,0,0,0,0,1,0.145
分析,0,0,0,0,2,0,0,0,0,2,0.29
采集积累分析系统,0,0,0,0,1,0,0,0,0,1,0.145
基准应用程序,0,0,0,0,1,0,0,0,0,1,0.145
基础统计分,0,0,0,0,1,0,0,0,0,1,0.145
抽象步骤,0,0,0,0,1,0,0,0,0,1,0.145
抽象,0,0,0,0,1,0,0,0,0,1,0.145
功能需求,0,0,0,0,2,0,0,0,0,2,0.29
评估验证,0,0,1,0,0,0,0,1,0,2,0.27
准应用程序,0,0,0,0,0,0,1,0,0,1,0.145
新自变量,0,0,0,0,0,0,1,0,0,1,0.145
线性关,0,0,0,0,0,0,1,0,0,1,0.145
count,0,0,0,0,0,0,1,0,0,1,0.145
cdh,0,0,0,4,0,0,0,0,0,4,0.5
mrv2,0,0,0,2,0,0,0,0,0,2,0.25
mrvl,0,0,0,2,0,0,0,0,0,2,0.25
普通对象指针,0,0,0,1,0,0,0,0,0,1,0.125
权限模型,0,0,0,1,0,0,0,0,0,1,0.125
start/stop脚本,0,0,0,1,0,0,0,0,0,1,0.125
代码,0,0,0,1,0,0,0,0,0,1,0.125
组件,0,0,0,1,0,0,0,0,0,1,0.125
架构,0,0,0,1,0,0,0,0,0,1,0.125
平台,0,0,0,1,0,0,0,0,0,1,0.125
java代码,0,0,0,1,0,0,0,0,0,1,0.125
生态系统,0,0,0,1,0,0,0,0,0,1,0.125
hadoop内核,0,0,0,1,0,0,0,0,0,1,0.125
组件安装,0,0,0,1,0,0,0,0,0,1,0.125
hive,0,0,0,1,0,0,0,0,0,1,0.125
hbase,0,0,0,1,1,0,0,0,0,2,0.27
hadoop生态系统,0,0,0,1,0,0,0,0,0,1,0.125
cloudera,0,0,0,1,0,0,0,0,0,1,0.125
发行版,0,0,0,1,0,0,0,0,0,1,0.125
mapreduceo,0,0,0,1,0,0,0,0,0,1,0.125
进程启动,0,0,0,1,0,0,0,0,0,1,0.125
开源项目,0,0,0,1,0,0,0,0,0,1,0.125
工作负载,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
采集积累,0,0,0,0,0,2,0,0,0,2,0.29
采集性能数据,0,0,0,0,0,2,0,0,0,2,0.29
负载压力,0,0,0,0,0,1,0,0,0,1,0.145
机器,0,0,0,1,0,1,0,0,0,2,0.27
调度,0,0,0,1,0,1,0,0,0,2,0.27
性能瓶颈,0,0,0,0,2,1,0,0,0,3,0.43499999999999994
性能资源,0,0,0,0,0,1,0,0,0,1,0.145
网络资源,0,0,0,0,0,2,0,0,0,2,0.29
资源,0,0,0,6,0,1,0,0,0,7,0.895
性能数据指标,1,0,1,0,0,1,0,0,0,3,1.27
性能数据集系统,1,0,0,0,0,1,0,0,0,2,1.145
数据仓库,0,0,0,0,0,1,0,0,0,1,0.145
外部数据仓库,0,0,0,0,0,1,0,0,0,1,0.145
被动存储,0,0,0,0,0,1,0,0,0,1,0.145
sink传输,0,0,0,0,0,1,0,0,0,1,0.145
数据源,0,0,0,0,0,1,0,0,0,1,0.145
监听端口,0,0,0,0,0,1,0,0,0,1,0.145
接收模式,0,0,0,0,0,1,0,0,0,1,0.145
外部数据源,0,0,0,0,0,1,0,0,0,1,0.145
小数,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
使用率,0,0,0,0,0,0,1,0,0,1,0.145
百分比,0,0,0,0,0,0,1,0,0,1,0.145
处理,0,0,0,0,0,0,1,0,0,1,0.145
数值差异化,0,0,0,0,0,0,1,0,0,1,0.145
applicationmaster,0,0,0,3,0,0,0,0,0,3,0.375
资源管理,0,0,0,3,0,0,0,0,0,3,0.375
yam,0,0,0,1,0,0,0,0,0,1,0.125
resourcereques,0,0,0,1,0,0,0,0,0,1,0.125
nodestatus,0,0,0,1,0,0,0,0,0,1,0.125
mission,0,0,0,1,0,0,0,0,0,1,0.125
jobs,0,0,0,1,0,0,0,0,0,1,0.125
mapreducestatus,0,0,0,1,0,0,0,0,0,1,0.125
applicationmaste,0,0,0,1,0,0,0,0,0,1,0.125
节点资源,0,0,0,1,0,0,0,0,0,1,0.125
容错,0,0,0,1,0,0,0,0,0,1,0.125
运行监控,0,0,0,1,0,0,0,0,0,1,0.125
内部,0,0,0,1,0,0,0,0,0,1,0.125
回收container,0,0,0,1,0,0,0,0,0,1,0.125
调度器,0,0,0,1,0,0,0,0,0,1,0.125
capacityscheduler,0,0,0,1,0,0,0,0,0,1,0.125
fairscheduler,0,0,0,1,0,0,0,0,0,1,0.125
资源调度器,0,0,0,1,0,0,0,0,0,1,0.125
双层调度架构,0,0,0,1,0,0,0,0,0,1,0.125
master/slave结构,0,0,0,1,0,0,0,0,0,1,0.125
资源利用,0,0,0,1,0,0,0,0,0,1,0.125
集群环境,0,0,0,1,0,1,0,0,0,2,0.27
资源管理系统,0,0,0,1,0,0,0,0,0,1,0.125
分布,0,0,0,1,0,0,0,0,0,1,0.125
mapreduce组件,0,0,0,1,0,0,0,0,0,1,0.125
yamui,0,0,0,1,0,0,0,0,0,1,0.125
示例应用程序,0,0,0,0,0,5,0,0,0,5,0.725
hadoop应用程序,0,0,0,0,0,2,0,0,0,2,0.29
网络密集型,0,0,0,0,0,2,0,0,0,2,0.29
内存i/o密集型,0,0,0,0,0,2,0,0,0,2,0.29
磁盘i/o密集型,0,0,0,0,0,2,0,0,0,2,0.29
cpu密集型,0,0,0,1,0,2,0,0,0,3,0.415
评估应用程序,0,0,0,0,0,1,0,0,0,1,0.145
数据统计分析,0,0,0,0,0,1,0,0,0,1,0.145
磁盘i/o密集型应用程序,0,0,0,0,0,1,0,0,0,1,0.145
cpu密集型应用程序,0,0,0,0,0,1,0,0,0,1,0.145
性能数据采集,0,0,0,0,0,1,0,0,0,1,0.145
内存瓶颈,0,0,0,0,0,1,0,0,0,1,0.145
内存溢出,0,0,0,0,0,1,0,0,0,1,0.145
测试程序,0,0,0,0,0,1,0,0,0,1,0.145
程序质量,0,0,0,0,0,1,0,0,0,1,0.145
数据分析应用程序,0,0,0,0,0,1,0,0,0,1,0.145
文件数,0,0,0,0,0,5,0,0,0,5,0.725
下载速率,0,0,0,0,0,4,0,0,0,4,0.58
平均值,0,0,0,0,0,4,0,0,0,4,0.58
负载值,0,0,0,0,0,2,0,0,0,2,0.29
性能数据值,0,0,0,0,0,2,0,0,0,2,0.29
服务器负载,0,0,0,0,0,2,0,0,0,2,0.29
维度,0,0,0,0,0,2,0,0,0,2,0.29
自定义负载值,0,0,0,0,0,1,0,0,0,1,0.145
自定义负载,0,0,0,0,0,1,0,0,0,1,0.145
单调递增,0,0,0,0,0,1,0,0,0,1,0.145
集群服务器,0,0,1,0,0,1,0,0,0,2,0.27
负载指标,0,0,0,0,0,1,0,0,0,1,0.145
均值,0,0,0,0,0,1,0,0,0,1,0.145
差异性,0,0,0,0,0,1,0,0,0,1,0.145
数据特性,0,0,0,0,0,1,0,0,0,1,0.145
样本,0,0,0,0,0,1,0,0,0,1,0.145
平均情,0,0,0,0,0,1,0,0,0,1,0.145
数学统计学,0,0,0,0,0,1,0,0,0,1,0.145
平均性能状态,0,0,0,0,0,1,0,0,0,1,0.145
工作子节点,0,0,0,0,0,1,0,0,0,1,0.145
可调度资源,0,0,0,0,0,1,0,0,0,1,0.145
子任务,0,0,0,3,0,1,0,0,0,4,0.52
hdfs使用率,0,0,0,0,0,1,0,0,0,1,0.145
准差,0,0,0,0,0,1,0,0,0,1,0.145
负载标准差,0,0,0,0,0,1,0,0,0,1,0.145
负载平均值,0,0,0,0,0,1,0,0,0,1,0.145
运行时间时间,0,0,0,0,0,1,0,0,0,1,0.145
求偏导数,0,0,0,0,0,0,1,0,0,1,0.145
误差向量,0,0,0,0,0,0,1,0,0,1,0.145
二乘,0,0,0,0,0,0,1,0,0,1,0.145
普通服务器,0,0,0,6,0,0,0,0,0,6,0.75
高性能服务器,0,0,0,3,0,0,0,0,0,3,0.375
机架,0,0,0,2,0,0,0,0,0,2,0.25
部署策略,0,0,0,2,0,0,0,0,0,2,0.25
数据备份,0,0,0,2,0,0,0,0,0,2,0.25
存储数据,0,0,0,2,0,0,0,0,0,2,0.25
精英服务器,0,0,0,2,0,0,0,0,0,2,0.25
冲突,0,0,0,1,0,0,0,0,0,1,0.125
任务调度,0,0,0,1,0,0,0,0,0,1,0.125
计算处理能力,0,0,0,1,0,0,0,0,0,1,0.125
磁盘存储,0,0,0,1,0,0,0,0,0,1,0.125
处理性能,0,0,0,1,0,0,0,0,0,1,0.125
冗余,0,0,0,1,0,0,0,0,0,1,0.125
内存密集型,0,0,0,1,0,0,0,0,0,1,0.125
硬盘资源,0,0,0,1,0,0,0,0,0,1,0.125
yam子任务,0,0,0,1,0,0,0,0,0,1,0.125
工作节点,0,0,0,1,0,0,0,0,0,1,0.125
datanode节点,0,0,0,1,0,0,0,0,0,1,0.125
内存配置,0,0,0,1,0,0,0,0,0,1,0.125
namenode节点服务器,0,0,0,1,0,0,0,0,0,1,0.125
消耗量,0,0,0,1,0,0,0,0,0,1,0.125
访问速度,0,0,0,1,0,0,0,0,0,1,0.125
信息,0,0,0,1,0,0,0,0,0,1,0.125
快速文件,0,0,0,1,0,0,0,0,0,1,0.125
主机,0,0,0,1,0,0,0,0,0,1,0.125
namenode节点,0,0,0,1,0,0,0,0,0,1,0.125
角色任务,0,0,0,1,0,0,0,0,0,1,0.125
业务,0,0,0,1,0,0,0,0,0,1,0.125
成本,0,0,0,1,0,0,0,0,0,1,0.125
服务质量,0,0,0,1,0,0,0,0,0,1,0.125
linuxpc机,0,0,0,1,0,0,0,0,0,1,0.125
数据中心,0,0,0,1,0,0,0,0,0,1,0.125
工作性能,0,0,0,1,0,0,0,0,0,1,0.125
并行性,0,0,0,1,0,0,0,0,0,1,0.125
扩展性,0,0,0,1,0,0,0,0,0,1,0.125
单点服务器,0,0,0,1,0,0,0,0,0,1,0.125
单点高性能服务器,0,0,0,1,0,0,0,0,0,1,0.125
速度,0,0,0,1,0,0,0,0,0,1,0.125
计算机,0,0,0,1,0,0,0,0,0,1,0.125
可用性,0,0,0,1,0,0,0,0,0,1,0.125
可伸缩性,0,0,0,1,0,0,0,0,0,1,0.125
高端系统,0,0,0,1,0,0,0,0,0,1,0.125
中低端平台,0,0,0,1,0,0,0,0,0,1,0.125
伸缩性,0,0,0,1,0,0,0,0,0,1,0.125
机群,0,0,0,1,0,0,0,0,0,1,0.125
商用硬件系统,0,0,0,1,0,0,0,0,0,1,0.125
分布式集群系统,0,0,0,1,0,0,0,0,0,1,0.125
更新速度,0,0,0,1,0,0,0,0,0,1,0.125
长速度,0,0,0,1,0,0,0,0,0,1,0.125
数据资源,0,0,0,1,0,0,0,0,0,1,0.125
社会活动,0,0,0,1,0,0,0,0,0,1,0.125
生物健康,0,0,0,1,0,0,0,0,0,1,0.125
互联网金融,0,0,0,1,0,0,0,0,0,1,0.125
电商交易,0,0,0,1,0,0,0,0,0,1,0.125
社交网络,0,0,0,1,0,0,0,0,0,1,0.125
互联网,0,0,0,1,0,0,0,0,0,1,0.125
计算机技术,1,0,0,1,0,0,0,0,0,2,1.125
wordcbunt,0,0,0,0,0,0,1,0,0,1,0.145
线性建模分析,0,0,0,0,0,0,1,0,0,1,0.145
spss软件,0,0,0,0,0,0,1,0,0,1,0.145
流量数据,1,0,2,0,4,0,0,0,1,8,1.975
进程,0,0,0,0,2,0,0,0,0,2,0.29
备份节点,0,0,0,0,2,0,0,0,0,2,0.29
hregionserver,0,0,0,0,1,0,0,0,0,1,0.145
hmater,0,0,0,0,1,0,0,0,0,1,0.145
组件进程,0,0,0,0,1,0,0,0,0,1,0.145
客户机,0,0,0,0,1,0,0,0,0,1,0.145
部署,0,0,0,0,1,0,0,0,0,1,0.145
数据挖掘,0,0,0,0,2,0,0,0,0,2,0.29
基础统计,0,0,0,0,2,0,0,0,0,2,0.29
离线,0,0,0,0,2,0,0,0,1,3,0.43499999999999994
计算分析程序,0,0,0,0,1,0,0,0,0,1,0.145
海量网络,0,0,0,0,2,0,0,0,1,3,0.43499999999999994
yam组件,0,0,0,0,1,0,0,0,0,1,0.145
评估系统,0,0,0,0,0,0,0,0,1,1,0.145
实用程序,0,0,0,0,0,0,0,0,1,1,0.145
评估标准,0,0,0,0,1,0,0,0,1,2,0.29
分析维度,0,0,0,0,0,0,0,0,1,1,0.145
最大值,0,0,0,0,0,0,0,0,1,1,0.145
最小值,0,0,0,0,0,0,0,0,1,1,0.145
流量分析系统,0,0,0,0,0,0,0,0,1,1,0.145
大规模网络,0,0,0,0,0,0,0,0,1,1,0.145
大数据存储,0,0,0,0,0,0,0,0,1,1,0.145
mapreduce作业,0,0,0,4,0,0,0,0,0,4,0.5
作业类型,0,0,0,3,0,0,0,0,0,3,0.375
terasort排序,0,0,0,2,0,0,0,0,0,2,0.25
资源瓶颈,0,0,0,2,0,0,0,0,0,2,0.25
版本,0,0,0,1,0,0,0,0,0,1,0.125
集群拓扑结构,0,0,0,1,0,0,0,0,0,1,0.125
道路,0,0,0,1,0,0,0,0,0,1,0.125
逻辑流程,0,0,0,1,0,0,0,0,0,1,0.125
识别阶段,0,0,0,1,0,0,0,0,0,1,0.125
模拟退火算法,0,0,0,1,0,0,0,0,0,1,0.125
聚类算法,0,0,0,1,0,0,0,0,0,1,0.125
k-means++,0,0,0,1,0,0,0,0,0,1,0.125
basedsystem,0,0,0,1,0,0,0,0,0,1,0.125
ly,0,0,0,1,0,0,0,0,0,1,0.125
performance,0,0,0,1,0,0,0,0,0,1,0.125
profiling,0,0,0,1,0,0,0,0,0,1,0.125
ppabs,0,0,0,1,0,0,0,0,0,1,0.125
自动参数调优,0,0,0,1,0,0,0,0,0,1,0.125
业性能,0,0,0,1,0,0,0,0,0,1,0.125
迭代测试,0,0,0,1,0,0,0,0,0,1,0.125
排序作业,0,0,0,1,0,0,0,0,0,1,0.125
dominiqueheger,0,0,0,1,0,0,0,0,0,1,0.125
ies,0,0,0,1,0,0,0,0,0,1,0.125
dhtechnol,0,0,0,1,0,0,0,0,0,1,0.125
瓶颈类型,0,0,0,1,0,0,0,0,0,1,0.125
资源标记,0,0,0,1,0,0,0,0,0,1,0.125
作业日志,0,0,0,1,0,0,0,0,0,1,0.125
磁盘i/o,0,0,0,1,0,0,0,0,0,1,0.125
cpu计算,0,0,0,1,0,0,0,0,0,1,0.125
hadoop作业优,0,0,0,1,0,0,0,0,0,1,0.125
定义,0,0,0,0,1,0,0,0,0,1,0.145
系统优化,0,0,0,0,2,0,0,0,0,2,0.29
定位系统,0,0,0,0,1,0,0,0,0,1,0.145
误导指示,0,0,0,0,1,0,0,0,0,1,0.145
在线作业应用程序,0,0,0,0,1,0,0,0,0,1,0.145
趋势分析,0,0,0,0,1,0,0,0,0,1,0.145
离线分,0,0,0,0,1,0,0,0,0,1,0.145
需求,0,0,0,0,1,0,0,0,0,1,0.145
提交时间,0,0,1,0,0,0,0,0,0,1,0.125
分析系统管理,0,0,1,0,0,0,0,0,0,1,0.125
影响因素信息,0,0,1,0,0,0,0,0,0,1,0.125
离线分析应用程序,0,0,1,0,0,0,0,0,0,1,0.125
量网络,0,0,1,0,0,0,0,0,0,1,0.125
工作机制,0,0,1,0,0,0,0,0,0,1,0.125
传输速率,0,0,1,0,0,0,0,0,0,1,0.125
磁盘读写速率,0,0,1,0,0,0,0,0,0,1,0.125
误操作数据块,0,0,1,0,0,0,0,0,0,1,0.125
人为操作,0,0,1,0,0,0,0,0,0,1,0.125
hadoop技术,0,0,1,0,0,0,0,0,0,1,0.125
性能数据优化,0,0,0,0,0,0,0,1,0,1,0.145
负载平均,0,0,0,0,0,0,0,1,0,1,0.145
cpu利用率标准差,0,0,0,0,0,0,0,1,0,1,0.145
Hadoop,0,1,0,0,0,0,0,0,0,1,2.0
BP神经网络,0,1,0,0,0,0,0,0,0,1,2.0
时间预测,0,1,0,0,0,0,0,0,0,1,2.0
用户,2,0,0,0,0,0,0,0,0,2,2.0
移动互联网技术,1,0,0,0,0,0,0,0,0,1,1.0
大数据处理工,1,0,0,0,0,0,0,0,0,1,1.0
并行编程模型,1,0,0,0,0,0,0,0,0,1,1.0
数据存储能力,1,0,0,0,0,0,0,0,0,1,1.0
计算能力,1,0,0,0,0,0,0,0,0,1,1.0
离线应用程序,1,0,0,0,0,0,0,0,0,1,1.0
