,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,第七章,总词频,加权得分
语义库,0,0,0,2,0,0,0,0,0,2,0.25
表达式,0,0,1,1,0,0,2,2,0,6,0.83
solver,0,0,3,8,0,10,10,3,0,34,4.71
转化,0,0,0,0,0,0,1,2,0,3,0.43499999999999994
转化功能,0,0,0,0,1,0,0,2,0,3,0.43499999999999994
parse接口,0,0,0,0,0,0,0,2,0,2,0.29
获取功能,0,0,0,0,0,0,0,2,0,2,0.29
缓速车量,0,0,0,0,0,2,0,2,0,4,0.58
web界面,0,0,0,0,0,0,0,2,0,2,0.29
ic,0,0,0,0,0,0,0,1,0,1,0.145
ise,0,0,0,0,0,0,0,1,0,1,0.145
er,0,0,0,0,0,1,0,1,0,2,0.29
数据库,0,0,1,0,2,2,4,1,0,10,1.43
表达式推理功能测,0,0,0,0,0,0,0,1,0,1,0.145
结果存储功能,0,0,0,0,0,0,0,1,0,1,0.145
表达式推理,0,0,0,0,0,0,0,1,0,1,0.145
福中路,0,0,0,0,0,7,0,6,0,13,1.8849999999999998
ontology,0,0,0,0,0,6,0,2,0,8,1.16
偏中路,0,0,0,0,0,0,0,1,0,1,0.145
orrtoloq,0,0,0,0,0,0,0,1,0,1,0.145
traffic,0,0,0,0,0,5,1,6,0,12,1.7399999999999998
web,0,0,0,0,0,0,1,1,0,2,0.29
范围推理,0,0,0,0,0,2,0,3,0,5,0.725
tp,0,0,0,0,0,0,0,1,0,1,0.145
布尔表达式,0,0,0,0,0,5,5,2,0,12,1.7399999999999998
生成本体,0,0,0,0,0,0,0,1,0,1,0.145
diclauses,0,0,0,0,0,0,0,1,0,1,0.145
getfuncdecl接口,0,0,0,0,0,0,0,1,0,1,0.145
dlclauses集合,0,0,0,0,0,0,0,1,0,1,0.145
成员变量,0,0,0,0,0,0,1,1,0,2,0.29
clauses,0,0,0,0,0,0,0,1,0,1,0.145
缓速阕值,0,0,0,0,0,0,0,1,0,1,0.145
缓速车,0,0,0,0,3,1,0,1,0,5,0.725
轻徹拥堵,0,0,0,0,0,0,0,1,0,1,0.145
拥堵,0,0,0,0,2,3,0,3,0,8,1.16
严重拥堵,0,0,0,0,0,0,0,2,0,2,0.29
红岭中路,0,0,0,0,0,1,0,2,0,3,0.43499999999999994
道路,0,0,0,0,1,12,0,2,0,15,2.175
约束,0,0,2,0,5,4,4,2,0,17,2.425
翻译,0,0,0,0,0,1,0,1,0,2,0.29
逻辑转化,0,0,0,0,0,0,0,1,0,1,0.145
目标事件,1,0,7,0,2,11,0,0,0,21,3.76
知识管理,3,1,6,0,3,4,1,0,0,18,6.91
物联网资源,1,0,4,0,3,1,0,0,0,9,2.08
响应,1,0,3,0,1,2,2,6,0,15,2.9699999999999998
实时事件流,1,0,3,0,1,1,0,0,0,6,1.665
物联网资源模型,3,0,4,0,3,1,0,0,0,11,4.08
杂事件,0,0,2,0,0,1,0,0,0,3,0.395
模型,1,0,1,0,0,2,0,0,0,4,1.415
逻辑特性,0,0,1,0,0,1,0,0,0,2,0.27
事件实时处理功能,0,0,1,0,0,0,0,0,0,1,0.125
路状拥堵,0,0,1,0,0,0,0,0,0,1,0.125
温度,0,0,1,0,0,0,0,0,0,1,0.125
ii标事件,0,0,1,0,0,0,0,0,0,1,0.125
建模工具,0,0,1,0,0,2,0,1,0,4,0.5599999999999999
物联网概念模型,0,0,1,0,0,0,0,0,0,1,0.125
语义,0,0,1,0,0,0,0,0,0,1,0.125
数字图书馆,0,0,1,0,0,0,0,0,0,1,0.125
地理信息共享,0,0,1,0,0,0,0,0,0,1,0.125
医学信息共享,0,0,1,0,0,0,0,0,0,1,0.125
语义网,0,0,1,1,0,0,0,0,0,2,0.25
哲学,0,0,1,0,0,0,0,0,0,1,0.125
资源框架,0,0,1,0,0,0,0,0,0,1,0.125
动态知识管理,2,0,2,0,1,1,0,0,0,6,2.54
知识抽取,1,0,2,0,1,1,0,0,0,5,1.54
知识发现,1,0,2,0,1,1,0,0,0,5,1.54
响应处,0,0,1,0,0,0,0,0,0,1,0.125
爭件流,0,0,1,0,0,0,0,0,0,1,0.125
实时,0,0,1,0,0,0,0,0,0,1,0.125
物联网知识系统,0,0,1,0,0,0,0,0,0,1,0.125
复杂事件,1,0,2,0,1,0,0,0,0,4,1.395
知识映射管理,1,0,2,0,1,1,0,0,0,5,1.54
函数知识管理,0,0,2,0,0,0,0,0,0,2,0.25
物理对象,0,0,2,0,0,0,0,0,0,2,0.25
物联网知识,0,0,1,0,0,0,0,0,0,1,0.125
实时性,0,0,1,0,0,0,0,0,0,1,0.125
异构性,0,0,1,0,1,0,0,0,0,2,0.27
海量性,0,0,1,0,0,0,0,0,0,1,0.125
事件流,1,0,1,0,0,0,0,0,0,2,1.125
实例化数据,0,0,1,0,0,0,0,0,0,1,0.125
生成资源,0,0,1,0,0,0,0,0,0,1,0.125
标准化,0,0,1,0,0,0,0,0,0,1,0.125
领域信息,0,0,1,0,2,4,2,0,0,9,1.285
底层差异,0,0,1,0,0,0,0,0,0,1,0.125
屏蔽数据,0,0,1,0,0,0,0,0,0,1,0.125
物联网资源框架,0,0,1,0,0,0,0,0,0,1,0.125
海量数据,0,0,1,0,0,0,0,0,0,1,0.125
物理传感数据,0,0,1,0,0,0,0,0,0,1,0.125
监控设备,0,0,1,0,0,0,0,0,0,1,0.125
锅炉房监控系统,0,0,1,0,0,0,0,0,0,1,0.125
智能家居,0,0,1,0,0,0,0,0,0,1,0.125
监控系统,0,0,1,0,0,0,0,0,0,1,0.125
物联网应用系统,0,0,1,0,0,0,0,0,0,1,0.125
工业化,0,0,1,0,0,0,0,0,0,1,0.125
信息化,0,0,1,0,0,0,0,0,0,1,0.125
m2m,0,0,1,0,0,0,0,0,0,1,0.125
传感器网络,0,0,1,0,0,0,0,0,0,1,0.125
射频识别,0,0,1,0,0,0,0,0,0,1,0.125
物联网技术,0,0,1,0,0,0,0,0,0,1,0.125
物体,0,0,1,0,0,0,0,0,0,1,0.125
互联网,0,0,1,1,0,0,0,0,0,2,0.25
红外感应器,0,0,1,0,0,0,0,0,0,1,0.125
定位系统,0,0,1,0,0,0,0,0,0,1,0.125
射频识别器,0,0,1,0,0,0,0,0,0,1,0.125
激光扫描器,0,0,1,0,0,0,0,0,0,1,0.125
传感器,0,0,1,0,0,0,0,0,0,1,0.125
信息传感设备,0,0,1,0,0,0,0,0,0,1,0.125
internetofthings,0,0,1,0,0,0,0,0,0,1,0.125
资源实例,2,0,0,0,2,2,0,0,0,6,2.58
推理单元,2,0,1,0,2,2,0,0,0,7,2.705
事件推理,0,0,0,0,2,0,5,1,0,8,1.16
标事件,1,0,0,0,1,0,0,0,0,2,1.145
smt,1,0,0,2,1,1,0,0,0,5,1.54
知识化,1,0,0,0,1,0,0,0,0,2,1.145
知识转化,1,0,0,0,1,0,0,0,0,2,1.145
推理单兀,0,0,0,0,1,0,0,0,0,1,0.145
并发调度,1,0,0,0,1,0,0,0,0,2,1.145
本体知识,1,0,0,0,3,3,0,0,0,7,1.8699999999999999
底层存储,1,0,0,0,2,1,0,0,0,4,1.435
用户可视化知识,1,0,0,0,1,1,0,0,0,3,1.29
中间索引层,1,0,0,0,2,1,0,0,0,4,1.435
知识查询,1,0,0,0,1,1,0,0,0,3,1.29
知识存储,1,0,0,0,1,1,0,0,0,3,1.29
图形化知识建模,0,0,0,0,1,0,0,0,0,1,0.145
知识定,0,0,0,0,1,0,0,0,0,1,0.145
实例,0,0,0,1,1,1,0,0,0,3,0.415
复用,0,0,0,0,1,0,0,0,0,1,0.145
耦合,0,0,0,0,1,0,0,0,0,1,0.145
处理能,0,0,0,0,1,0,0,0,0,1,0.145
动模式,0,0,0,0,1,0,0,0,0,1,0.145
一阶逻辑推理,0,1,0,0,1,1,0,0,0,3,2.29
内部关系,0,0,0,0,0,1,0,0,0,1,0.145
备份,0,0,0,0,3,1,3,7,0,14,2.03
上传文件,0,0,0,0,0,0,0,6,0,6,0.8699999999999999
批量上传,0,0,0,0,0,0,0,4,0,4,0.58
请求响应功能,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
web端数据集,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
请求响应,0,0,0,0,0,0,0,2,0,2,0.29
正常响应,0,0,0,0,0,0,0,2,0,2,0.29
web端,0,0,0,0,0,0,0,2,0,2,0.29
规则,0,0,0,1,0,0,0,2,0,3,0.415
本地文件,0,0,0,0,0,0,0,2,0,2,0.29
备份功能,0,0,0,0,0,0,0,2,0,2,0.29
数据集备份,0,0,0,0,0,0,0,2,0,2,0.29
弹出界面,0,0,0,0,0,0,0,2,0,2,0.29
输出界面,0,0,0,0,0,0,0,1,0,1,0.145
请求,0,0,0,0,2,0,9,1,0,12,1.7399999999999998
定产,0,0,0,0,0,0,0,1,0,1,0.145
请求响应功能测试,0,0,0,0,0,0,0,1,0,1,0.145
orm,0,0,0,0,0,0,0,1,0,1,0.145
fi,0,0,0,0,0,0,1,1,0,2,0.29
no,0,0,0,0,0,1,0,1,0,2,0.29
ize,0,0,0,0,0,0,0,1,0,1,0.145
ti,0,0,0,0,0,0,0,1,0,1,0.145
ase,0,0,0,0,0,0,0,1,0,1,0.145
rn,0,0,0,0,0,0,0,1,0,1,0.145
oappenders,0,0,0,0,0,0,0,1,0,1,0.145
war,0,0,0,0,0,0,0,1,0,1,0.145
begin,0,0,0,0,0,0,0,1,0,1,0.145
virtuaimachines,0,0,0,0,0,0,0,1,0,1,0.145
后台目标接收模块,0,0,0,0,0,0,0,1,0,1,0.145
道路拥堵状态,0,0,0,0,0,0,1,1,0,2,0.29
映射定义,0,0,0,0,0,0,1,1,0,2,0.29
轻微拥堵,0,0,0,0,0,0,0,1,0,1,0.145
畅通,0,0,0,0,0,0,0,1,0,1,0.145
拥堵程度,0,0,0,0,1,0,0,1,0,2,0.29
坐标,0,0,0,0,0,2,0,1,0,3,0.43499999999999994
时间,0,0,0,0,1,0,0,4,0,5,0.725
x坐标,0,0,0,0,0,0,0,1,0,1,0.145
推理结果,0,0,0,0,2,1,0,1,0,4,0.58
定义界面,0,0,0,0,0,0,0,1,0,1,0.145
推理规则,0,0,0,0,0,0,0,1,0,1,0.145
页面,0,0,0,0,0,0,0,1,0,1,0.145
预期结果,0,0,0,0,0,0,0,1,0,1,0.145
知识映射,0,0,0,0,0,0,2,1,0,3,0.43499999999999994
定义功能,0,0,0,0,0,0,0,1,0,1,0.145
确认界面,0,0,0,0,0,0,0,1,0,1,0.145
rdfsdemodata,0,0,0,0,0,0,0,1,0,1,0.145
owldemoschema,0,0,0,0,0,0,0,1,0,1,0.145
ess,0,0,0,0,0,0,0,1,0,1,0.145
su,0,0,0,0,0,0,0,1,0,1,0.145
emodata,0,0,0,0,0,0,0,1,0,1,0.145
ow,0,0,0,1,0,0,0,1,0,2,0.27
待上传文件,0,0,0,0,0,0,0,1,0,1,0.145
数据策,0,0,0,0,0,0,0,1,0,1,0.145
rof,0,0,0,0,0,0,0,1,0,1,0.145
辍成信息,0,0,0,0,0,0,0,1,0,1,0.145
査询工,0,0,0,0,0,0,0,1,0,1,0.145
文件上传功能,0,0,0,0,0,0,0,1,0,1,0.145
多文件上传功能,0,0,0,0,0,0,0,1,0,1,0.145
数据集备份确认界面,0,0,0,0,0,0,0,1,0,1,0.145
选择数据集,0,0,0,0,0,0,0,1,0,1,0.145
le,0,0,0,0,0,3,1,1,0,5,0.725
rdf格,0,0,0,0,0,0,0,1,0,1,0.145
上传,0,0,0,0,0,0,2,1,0,3,0.43499999999999994
上传功能,0,0,0,0,0,0,0,1,0,1,0.145
单文件上传功能,0,0,0,0,0,0,0,1,0,1,0.145
数芻集,0,0,0,0,0,0,0,1,0,1,0.145
traffic数据,0,0,0,0,0,0,0,1,0,1,0.145
备份界面,0,0,0,0,0,0,0,1,0,1,0.145
test数据集,0,0,0,0,0,0,0,1,0,1,0.145
移除界面,0,0,0,0,0,0,0,1,0,1,0.145
移除功能,0,0,0,0,0,0,0,1,0,1,0.145
己有数据集,0,0,0,0,0,0,0,1,0,1,0.145
删除功能,0,0,0,0,0,0,1,2,0,3,0.43499999999999994
数据集删除功能,0,0,0,0,0,0,0,1,0,1,0.145
持久化模式,0,0,0,0,1,0,2,1,0,4,0.58
内容,0,0,0,0,0,1,1,1,0,3,0.43499999999999994
内存模式,0,0,0,0,0,0,2,1,0,3,0.43499999999999994
管理数据集,0,0,0,0,0,0,0,1,0,1,0.145
前端模块,0,0,0,0,0,0,0,1,0,1,0.145
推理器,0,0,0,3,0,3,1,0,0,7,0.955
类关系,0,0,0,2,0,0,0,0,0,2,0.25
owl文件,0,0,0,1,0,0,0,0,0,1,0.125
开源源码,0,0,0,1,0,0,0,0,0,1,0.125
关系,0,0,0,1,0,0,0,0,0,1,0.125
dlclause对象,0,0,0,1,0,0,0,0,0,1,0.125
初始化,0,0,0,1,0,0,1,0,0,2,0.27
加载接口,0,0,0,1,0,0,0,0,0,1,0.125
默认推理器,0,0,0,1,0,0,0,0,0,1,0.125
protege,0,0,0,5,0,5,0,1,0,11,1.4949999999999999
web语义本体编辑软件,0,0,0,1,0,0,0,0,0,1,0.125
小时,0,0,0,1,0,0,0,0,0,1,0.125
分类时间,0,0,0,1,0,0,0,0,0,1,0.125
推理能力,0,0,0,1,0,0,0,0,0,1,0.125
可判定子集,0,0,0,2,0,0,0,0,0,2,0.25
owl本体文件,0,0,0,1,0,0,0,0,0,1,0.125
本体推理库,0,0,0,1,0,0,0,0,0,1,0.125
个数,0,0,0,0,0,0,0,6,0,6,0.8699999999999999
数据量,0,0,0,0,2,2,0,4,0,8,1.16
总时间,0,0,0,0,0,0,0,4,0,4,0.58
推理时间窗口,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
事件量,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
平均时间,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
压力测试,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
gps数据,1,0,0,0,1,0,0,3,0,5,1.58
出租车,1,0,0,0,1,3,0,3,0,8,2.0149999999999997
事件产生器,0,0,0,0,0,0,0,2,0,2,0.29
读写频率,0,0,0,0,0,0,0,2,0,2,0.29
控制,0,0,0,0,0,0,0,2,0,2,0.29
文件数据,0,0,0,0,0,0,0,2,0,2,0.29
直接读写,0,0,0,0,0,0,0,2,0,2,0.29
子句,0,0,0,0,0,0,0,2,0,2,0.29
査询,0,0,0,0,1,0,0,2,0,3,0.43499999999999994
软件,0,0,0,0,0,0,0,2,0,2,0.29
pc机,0,0,0,0,0,0,0,2,0,2,0.29
处理速度,0,0,0,0,0,0,0,2,0,2,0.29
吞量,0,0,0,0,0,0,0,1,0,1,0.145
理时间,0,0,0,0,0,0,0,1,0,1,0.145
推理时间,0,0,0,0,0,0,0,1,0,1,0.145
模型信息,0,0,0,0,0,1,0,1,0,2,0.29
映射,1,0,1,0,0,3,7,1,0,13,2.7199999999999998
时间窗口,0,0,0,0,0,1,0,1,0,2,0.29
实例数量,0,0,0,0,0,0,0,1,0,1,0.145
推理性能,0,0,0,0,0,0,0,1,0,1,0.145
性能测,1,0,0,0,0,0,0,1,0,2,1.145
推理窗口,0,0,0,0,0,0,0,1,0,1,0.145
f-5,0,0,0,0,0,0,0,1,0,1,0.145
均处理时间,0,0,0,0,0,0,0,1,0,1,0.145
数据推理,0,0,0,0,0,0,0,1,0,1,0.145
测试推理模块,0,0,0,0,0,0,0,1,0,1,0.145
事件处理性能,0,0,0,0,0,0,0,1,0,1,0.145
发送,0,0,0,0,0,0,0,1,0,1,0.145
模型数量,0,0,0,0,0,0,0,1,0,1,0.145
模型数,0,0,0,0,0,0,0,1,0,1,0.145
处理数量,0,0,0,0,0,0,0,1,0,1,0.145
每秒,0,0,0,0,0,0,0,1,0,1,0.145
处理,0,0,0,0,0,0,0,1,0,1,0.145
翠竹路,0,0,0,0,0,1,0,1,0,2,0.29
金田路,0,0,0,0,0,1,0,1,0,2,0.29
推理日标,0,0,0,0,0,0,0,1,0,1,0.145
条件个数,0,0,0,0,0,0,0,1,0,1,0.145
査询请求数,0,0,0,0,0,0,0,1,0,1,0.145
査询语句,0,0,0,0,1,0,1,2,0,4,0.58
java代码,0,0,0,0,0,0,0,1,0,1,0.145
响应性能,0,0,0,0,0,0,0,1,0,1,0.145
模拟数据,0,0,0,0,0,0,0,1,0,1,0.145
工学,0,0,0,0,0,0,0,1,0,1,0.145
illisilix,0,0,0,0,0,0,0,1,0,1,0.145
查询性能,0,0,0,0,1,0,0,1,0,2,0.29
z3,0,0,0,4,0,0,0,0,0,4,0.5
solver对象,0,0,0,2,0,1,1,0,0,4,0.54
context,0,0,0,2,0,1,0,0,0,3,0.395
congruence-closure,0,0,0,2,0,0,0,0,0,2,0.25
smt求解器,0,0,0,2,0,0,0,0,0,2,0.25
反馈,0,0,0,1,0,0,0,0,0,1,0.125
条件,0,0,0,1,0,0,0,0,0,1,0.125
booexpro,0,0,0,1,0,0,0,0,0,1,0.125
pop接口,0,0,0,1,0,0,0,0,0,1,0.125
合取范式,0,0,0,1,0,1,0,0,0,2,0.27
check接,0,0,0,1,0,0,0,0,0,1,0.125
expr对,0,0,0,1,0,0,0,0,0,1,0.125
取值,0,0,0,1,0,0,0,0,0,1,0.125
布尔概念,0,0,0,1,0,0,0,0,0,1,0.125
boolexpr对象,0,0,0,1,0,0,0,0,0,1,0.125
封闭空间,0,0,0,1,0,0,0,0,0,1,0.125
javaapi,0,0,0,1,0,0,0,0,0,1,0.125
外围求解器,0,0,0,1,0,0,0,0,0,1,0.125
核心求解器,0,0,0,1,0,0,0,0,0,1,0.125
congruence-closure算法,0,0,0,1,0,0,0,0,0,1,0.125
求解器,0,0,0,1,1,0,0,0,0,2,0.27
理论,0,0,0,1,0,0,0,0,0,1,0.125
tupleso,0,0,0,1,0,0,0,0,0,1,0.125
arrays,0,0,0,1,0,0,0,0,0,1,0.125
bv,0,0,0,1,0,0,0,0,0,1,0.125
lineararithmetic,0,0,0,1,0,0,0,0,0,1,0.125
theorysolver,0,0,0,1,0,0,0,0,0,1,0.125
e-matching,0,0,0,1,0,0,0,0,0,1,0.125
组合理论,0,0,0,1,0,0,0,0,0,1,0.125
euf,0,0,0,1,0,0,0,0,0,1,0.125
赋值,0,0,0,1,0,0,0,0,0,1,0.125
satsolver,0,0,0,1,0,0,0,0,0,1,0.125
congruenceclosurecore,0,0,0,1,0,0,0,0,0,1,0.125
数据结构,0,0,0,1,0,0,0,0,0,1,0.125
compiler,0,0,0,1,0,0,0,0,0,1,0.125
simplifier,0,0,0,1,0,0,0,0,0,1,0.125
slam/sdv,0,0,0,1,0,0,0,0,0,1,0.125
yogi,0,0,0,1,0,0,0,0,0,1,0.125
vigilante,0,0,0,1,0,0,0,0,0,1,0.125
havoc,0,0,0,1,0,0,0,0,0,1,0.125
pex,0,0,0,1,0,0,0,0,0,1,0.125
软件分析,0,0,0,1,0,0,0,0,0,1,0.125
软件验证,0,0,0,1,0,0,0,0,0,1,0.125
逻辑推理库,0,0,1,1,0,1,0,0,0,3,0.395
主题信息,0,0,3,0,0,9,3,0,0,15,2.1149999999999998
主题订阅,0,0,0,0,0,1,1,0,0,2,0.29
事件处理,3,0,0,0,1,2,1,0,0,7,3.58
节点,0,0,0,0,0,1,0,0,0,1,0.145
子节点,0,0,0,0,0,1,0,0,0,1,0.145
根节点,0,0,0,0,0,1,0,0,0,1,0.145
事件主题,0,0,0,0,1,1,2,0,0,4,0.58
消息中间件,0,0,0,0,0,1,0,0,0,1,0.145
过滤,0,0,0,0,0,1,1,0,0,2,0.29
中间件,0,0,0,0,0,2,0,0,0,2,0.29
物联网事件,0,0,0,0,1,1,0,0,0,2,0.29
sffibps,0,0,0,0,0,0,0,1,0,1,0.145
田路,0,0,0,0,0,0,0,1,0,1,0.145
ssbp2,0,0,0,0,0,0,0,1,0,1,0.145
snaps,0,0,0,0,0,0,0,1,0,1,0.145
nnp3,0,0,0,0,0,0,0,1,0,1,0.145
tb,0,0,0,0,0,0,0,1,0,1,0.145
岭中路,0,0,0,0,0,0,0,1,0,1,0.145
u龄中路,0,0,0,0,0,0,0,1,0,1,0.145
中路,0,0,0,0,0,3,0,1,0,4,0.58
ispl,0,0,0,0,0,0,0,1,0,1,0.145
dh-api,0,0,0,0,0,0,0,1,0,1,0.145
osition,0,0,0,0,0,0,0,1,0,1,0.145
iqvmdarm,0,0,0,0,0,0,0,1,0,1,0.145
road,0,0,0,0,0,0,0,1,0,1,0.145
本体编辑软件,0,0,0,1,0,1,0,1,0,3,0.415
dataset,0,0,0,0,0,5,17,3,0,25,3.6249999999999996
核心算法,0,0,0,0,0,0,8,0,0,8,1.16
paramdataset,0,0,0,0,0,0,4,0,0,4,0.58
protectedvoid,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
tdb数据集,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
set,0,0,0,0,0,0,4,2,0,6,0.8699999999999999
datafactory,0,0,0,0,0,0,2,0,0,2,0.29
config,0,0,0,0,0,0,2,0,0,2,0.29
datasetmap,0,0,0,0,0,0,2,0,0,2,0.29
datasetfactory,0,0,0,0,0,0,5,3,0,8,1.16
tdbfactory,0,0,0,0,0,0,2,0,0,2,0.29
事务,0,0,0,0,0,0,1,0,0,1,0.145
del,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
ult,0,0,0,0,0,0,1,0,0,1,0.145
data,0,0,0,0,0,1,1,0,0,2,0.29
model,0,0,0,0,0,0,1,0,0,1,0.145
写爭务,0,0,0,0,0,0,1,0,0,1,0.145
rite,0,0,0,0,0,0,2,0,0,2,0.29
be,0,0,0,0,0,0,1,0,0,1,0.145
ifnotdataset,0,0,0,0,0,0,2,0,0,2,0.29
datasetdataset,0,0,0,0,0,0,2,1,0,3,0.43499999999999994
文仰,0,0,0,0,0,0,1,0,0,1,0.145
removedataset,0,0,0,0,0,0,1,1,0,2,0.29
removedatasetbyname,0,0,0,0,0,0,1,0,0,1,0.145
知识库对象,0,0,0,0,0,0,1,0,0,1,0.145
setbyname,0,0,0,0,0,0,1,0,0,1,0.145
ataset,0,0,0,0,0,0,1,0,0,1,0.145
name,0,0,0,0,0,0,1,0,0,1,0.145
atafactory,0,0,0,0,0,0,1,0,0,1,0.145
数据集名,0,0,0,0,0,0,2,0,0,2,0.29
子目录,0,0,0,0,0,0,2,0,0,2,0.29
resource目录,0,0,0,0,0,0,2,0,0,2,0.29
静态工厂,0,0,0,0,0,0,1,0,0,1,0.145
知识座,0,0,0,0,0,0,1,0,0,1,0.145
领域名,0,0,0,0,0,0,1,0,0,1,0.145
文件系统,0,0,0,1,0,1,1,1,0,4,0.5599999999999999
本体知识库,0,0,0,0,1,0,1,0,0,2,0.29
知识库存储,0,0,0,0,0,0,1,0,0,1,0.145
推理对象,0,0,0,0,5,0,0,0,0,5,0.725
知识对象,0,0,4,0,3,11,11,0,0,29,4.125
事件对象,0,0,1,0,2,8,4,0,0,15,2.155
目标推理,0,0,2,0,2,3,2,0,0,9,1.265
范围,0,0,0,0,2,0,2,0,0,4,0.58
推理约束,0,0,0,0,2,0,0,0,0,2,0.29
http请求,0,0,0,0,2,0,0,0,0,2,0.29
知识对,0,0,1,0,1,1,1,0,0,4,0.5599999999999999
处理性能,0,0,0,0,1,0,0,0,0,1,0.145
无用事件,0,0,0,0,1,0,0,0,0,1,0.145
逻辑形,0,0,0,0,1,0,0,0,0,1,0.145
事件转化,0,0,0,0,1,0,0,0,0,1,0.145
事件信息,1,0,0,0,1,1,1,0,0,4,1.435
字段信息,0,0,0,0,1,0,0,0,0,1,0.145
事件模型,0,0,0,0,1,3,0,0,0,4,0.58
领域,0,0,0,0,2,1,0,0,0,3,0.43499999999999994
结果处理功能,0,0,0,0,1,0,0,0,0,1,0.145
事件推理功能,0,0,0,0,1,0,0,0,0,1,0.145
成功能,0,0,0,0,1,0,0,0,0,1,0.145
推理目标,0,0,0,0,1,0,0,0,0,1,0.145
推理请求,0,0,0,0,2,2,2,0,0,6,0.8699999999999999
smt理论,0,0,0,0,1,0,0,0,0,1,0.145
计算函数算子,0,0,0,0,1,0,0,0,0,1,0.145
比例约束,0,0,0,0,1,0,0,0,0,1,0.145
均值约束,0,0,0,0,1,0,0,0,0,1,0.145
最小值约束,0,0,0,0,1,0,0,0,0,1,0.145
最大值约束,0,0,0,0,1,0,0,0,0,1,0.145
参数约束,0,0,0,0,1,0,0,0,0,1,0.145
数值约束,0,0,0,0,1,0,0,0,0,1,0.145
目标参数,0,0,0,0,1,1,0,0,0,2,0.29
知识实例,0,0,0,0,1,0,2,0,0,3,0.43499999999999994
范围信息,0,0,0,0,1,0,0,0,0,1,0.145
推理范围,0,0,0,0,1,0,0,0,0,1,0.145
目标对象,0,0,0,0,1,0,0,0,0,1,0.145
后台服务器,0,0,0,0,1,0,2,0,0,3,0.43499999999999994
query,0,0,0,0,0,1,4,1,0,6,0.8699999999999999
sparqlstring,0,0,0,0,0,0,2,0,0,2,0.29
paramquery,0,0,0,0,0,0,2,0,0,2,0.29
迭代器,0,0,0,0,0,0,2,0,0,2,0.29
结果,0,0,0,0,0,0,2,0,0,2,0.29
査询请求,0,0,0,0,0,0,2,0,0,2,0.29
queryst,0,0,0,0,0,0,2,0,0,2,0.29
protectedresultset,0,0,0,0,0,0,2,0,0,2,0.29
querymodel,0,0,0,0,0,0,2,0,0,2,0.29
sparqlquery类,0,0,0,0,0,0,2,0,0,2,0.29
systemstate,0,0,0,0,0,0,2,0,0,2,0.29
sparqlquery,0,0,0,0,0,0,2,3,0,5,0.725
结果集对象,0,0,0,0,0,0,2,0,0,2,0.29
爭务结,0,0,0,0,0,0,1,0,0,1,0.145
executionfactory,0,0,0,0,0,1,1,0,0,2,0.29
ecution,0,0,0,0,0,0,1,0,0,1,0.145
査询对象,0,0,0,0,0,0,1,0,0,1,0.145
写事务,0,0,0,0,0,0,1,0,0,1,0.145
datasetnaine,0,0,0,0,0,0,1,0,0,1,0.145
ine,0,0,0,0,0,0,1,0,0,1,0.145
datasetmodel,0,0,0,0,0,0,1,0,0,1,0.145
parammodel,0,0,0,0,0,0,1,0,0,1,0.145
jenamodel对象,0,0,0,0,0,0,1,0,0,1,0.145
描还响应,0,0,0,0,0,0,1,0,0,1,0.145
名字,0,0,0,0,0,0,1,0,0,1,0.145
办公数据集,0,0,0,0,0,0,1,0,0,1,0.145
数据集类,0,0,0,0,0,0,1,0,0,1,0.145
査询结果集,0,0,0,0,0,0,1,0,0,1,0.145
维护系统,0,0,0,0,0,0,1,0,0,1,0.145
加载数据集,0,0,0,0,0,0,1,0,0,1,0.145
初始化类,0,0,0,0,0,0,1,0,0,1,0.145
jenadataset,0,0,0,0,0,0,1,0,0,1,0.145
jenamodel,0,0,0,0,0,0,1,0,0,1,0.145
datasetfactory类,0,0,0,0,0,0,1,0,0,1,0.145
exexselect,0,0,0,0,0,1,1,0,0,2,0.29
queryexecution对象,0,0,0,0,0,0,1,0,0,1,0.145
create接口,0,0,0,0,0,0,1,0,0,1,0.145
静态工厂类,0,0,0,0,0,0,1,0,0,1,0.145
query对象,0,0,0,0,0,0,1,0,0,1,0.145
支持类,0,0,0,0,0,0,1,0,0,1,0.145
sparql查询引擎,0,0,0,0,0,0,1,0,0,1,0.145
jena语义框架,0,0,0,1,0,0,1,0,0,2,0.27
查询接口,0,0,0,0,0,0,1,1,0,2,0.29
本体模型,0,0,0,0,0,0,1,0,0,1,0.145
知识库查询,0,0,0,0,1,0,1,0,0,2,0.29
目标推理器,0,0,0,0,0,2,0,0,0,2,0.29
范围推理器,0,0,0,0,0,2,0,0,0,2,0.29
调度,0,0,0,0,0,1,0,0,0,1,0.145
多推理单元,1,0,0,0,0,1,0,0,0,2,1.145
